oid,uid,date,product_name,pid,price,brand
1485,959,16/08/2021,frankfurter,56,102,Springer
1485,959,16/08/2021,liver loaf,84,194,Springer
1485,959,16/08/2021,canned beer,20,280,Budweiser
1486,583,16/08/2021,soft cheese,139,114,Mother Dairy
1486,583,16/08/2021,pork,111,74,Springer
1486,583,16/08/2021,tropical fruit,156,424,Fressco
1486,583,16/08/2021,pip fruit,109,167,Fressco
1486,583,16/08/2021,citrus fruit,30,471,Rivendell
1487,479,4/8/2021,meat,90,190,Costa's
1487,479,4/8/2021,shopping bags,133,467,Lankmark
1487,479,4/8/2021,hamburger meat,68,461,Springer
1487,479,4/8/2021,root vegetables,123,401,Ocean's Secret
1487,479,4/8/2021,beef,8,182,Costa's
1488,1477,4/8/2021,canned beer,20,280,Budweiser
1488,1477,4/8/2021,whipped/sour cream,160,170,Amul
1488,1477,4/8/2021,tropical fruit,156,424,Fressco
1488,1477,4/8/2021,tropical fruit,156,424,Fressco
1488,1477,4/8/2021,pastry,105,184,MTR
1489,1100,6/4/2021,turkey,157,130,Costa's
1489,1100,6/4/2021,tropical fruit,156,424,Fressco
1489,1100,6/4/2021,sugar,150,100,TATA
1489,1100,6/4/2021,finished products,51,57,Lankmark
1489,1100,6/4/2021,meat,90,190,Costa's
1490,388,6/4/2021,hamburger meat,68,461,Springer
1490,388,6/4/2021,pork,111,74,Springer
1490,388,6/4/2021,whole milk,164,176,Mother Dairy
1490,388,6/4/2021,pork,111,74,Springer
1490,388,6/4/2021,UHT-milk,1,95,Amul
1491,1937,4/7/2021,other vegetables,102,331,Fressco
1491,1937,4/7/2021,whole milk,164,176,Mother Dairy
1491,1937,4/7/2021,chicken,27,312,Costa's
1491,1937,4/7/2021,whole milk,164,176,Mother Dairy
1491,1937,4/7/2021,pip fruit,109,167,Fressco
1492,1540,4/7/2021,rolls/buns,122,316,Godrej
1492,1540,4/7/2021,root vegetables,123,401,Ocean's Secret
1492,1540,4/7/2021,frankfurter,56,102,Springer
1492,1540,4/7/2021,whole milk,164,176,Mother Dairy
1492,1540,4/7/2021,frankfurter,56,102,Springer
1493,1740,13/09/2021,root vegetables,123,401,Ocean's Secret
1493,1740,13/09/2021,pip fruit,109,167,Fressco
1493,1740,13/09/2021,sausage,130,201,True elements
1493,1740,13/09/2021,UHT-milk,1,95,Amul
1493,1740,13/09/2021,pork,111,74,Springer
1494,1288,13/09/2021,citrus fruit,30,471,Rivendell
1494,1288,13/09/2021,beef,8,182,Costa's
1494,1288,13/09/2021,whole milk,164,176,Mother Dairy
1494,1288,13/09/2021,beef,8,182,Costa's
1494,1288,13/09/2021,sausage,130,201,True elements
1495,1681,17/07/2021,bottled beer,11,273,Budweiser
1495,1681,17/07/2021,rolls/buns,122,316,Godrej
1495,1681,17/07/2021,root vegetables,123,401,Ocean's Secret
1495,1681,17/07/2021,citrus fruit,30,471,Rivendell
1495,1681,17/07/2021,tropical fruit,156,424,Fressco
1496,955,17/07/2021,frankfurter,56,102,Springer
1496,955,17/07/2021,sausage,130,201,True elements
1496,955,17/07/2021,tropical fruit,156,424,Fressco
1496,955,17/07/2021,frankfurter,56,102,Springer
1496,955,17/07/2021,sausage,130,201,True elements
1497,1486,20/09/2021,tropical fruit,156,424,Fressco
1497,1486,20/09/2021,whipped/sour cream,160,170,Amul
1497,1486,20/09/2021,beef,8,182,Costa's
1497,1486,20/09/2021,ham,67,412,Costa's
1497,1486,20/09/2021,tropical fruit,156,424,Fressco
1498,1456,20/09/2021,sausage,130,201,True elements
1498,1456,20/09/2021,frankfurter,56,102,Springer
1498,1456,20/09/2021,sausage,130,201,True elements
1498,1456,20/09/2021,frankfurter,56,102,Springer
1498,1456,20/09/2021,beef,8,182,Costa's
1499,1623,1/5/2021,frankfurter,56,102,Springer
1499,1623,1/5/2021,bottled water,12,62,Bisleri
1499,1623,1/5/2021,beverages,10,305,Minute Maid
1499,1623,1/5/2021,canned beer,20,280,Budweiser
1499,1623,1/5/2021,pastry,105,184,MTR
1500,1597,1/5/2021,frankfurter,56,102,Springer
1500,1597,1/5/2021,other vegetables,102,331,Fressco
1500,1597,1/5/2021,frankfurter,56,102,Springer
1500,1597,1/5/2021,pork,111,74,Springer
1500,1597,1/5/2021,canned beer,20,280,Budweiser
1501,1463,19/09/2021,grapes,65,296,Fressco
1501,1463,19/09/2021,bottled water,12,62,Bisleri
1501,1463,19/09/2021,beef,8,182,Costa's
1501,1463,19/09/2021,herbs,70,378,Fressco
1501,1463,19/09/2021,frankfurter,56,102,Springer
1502,1139,19/09/2021,sausage,130,201,True elements
1502,1139,19/09/2021,sausage,130,201,True elements
1502,1139,19/09/2021,newspapers,95,84,Origami
1502,1139,19/09/2021,ham,67,412,Costa's
1502,1139,19/09/2021,finished products,51,57,Lankmark
1503,730,1/5/2021,citrus fruit,30,471,Rivendell
1503,730,1/5/2021,berries,9,252,Rivendell
1503,730,1/5/2021,other vegetables,102,331,Fressco
1503,730,1/5/2021,soda,138,165,TATA
1503,730,1/5/2021,sausage,130,201,True elements
1504,28,1/5/2021,liver loaf,84,194,Springer
1504,28,1/5/2021,soda,138,165,TATA
1504,28,1/5/2021,beverages,10,305,Minute Maid
1504,28,1/5/2021,hamburger meat,68,461,Springer
1504,28,1/5/2021,chicken,27,312,Costa's
1505,431,15/09/2021,tropical fruit,156,424,Fressco
1505,431,15/09/2021,nuts/prunes,97,315,True elements
1505,431,15/09/2021,pork,111,74,Springer
1505,431,15/09/2021,grapes,65,296,Fressco
1505,431,15/09/2021,sausage,130,201,True elements
1506,203,15/09/2021,soda,138,165,TATA
1506,203,15/09/2021,beef,8,182,Costa's
1506,203,15/09/2021,whole milk,164,176,Mother Dairy
1506,203,15/09/2021,oil,98,134,Aashirvaad
1506,203,15/09/2021,other vegetables,102,331,Fressco
1507,1249,27/08/2021,pip fruit,109,167,Fressco
1507,1249,27/08/2021,frankfurter,56,102,Springer
1507,1249,27/08/2021,whole milk,164,176,Mother Dairy
1507,1249,27/08/2021,rolls/buns,122,316,Godrej
1507,1249,27/08/2021,hamburger meat,68,461,Springer
1508,80,27/08/2021,chicken,27,312,Costa's
1508,80,27/08/2021,sausage,130,201,True elements
1508,80,27/08/2021,hamburger meat,68,461,Springer
1508,80,27/08/2021,sausage,130,201,True elements
1508,80,27/08/2021,margarine,88,151,TSR
1509,1848,9/7/2021,grapes,65,296,Fressco
1509,1848,9/7/2021,canned beer,20,280,Budweiser
1509,1848,9/7/2021,bottled beer,11,273,Budweiser
1509,1848,9/7/2021,hamburger meat,68,461,Springer
1509,1848,9/7/2021,shopping bags,133,467,Lankmark
1510,1006,9/7/2021,citrus fruit,30,471,Rivendell
1510,1006,9/7/2021,root vegetables,123,401,Ocean's Secret
1510,1006,9/7/2021,berries,9,252,Rivendell
1510,1006,9/7/2021,whole milk,164,176,Mother Dairy
1510,1006,9/7/2021,frankfurter,56,102,Springer
1511,516,4/8/2021,other vegetables,102,331,Fressco
1511,516,4/8/2021,cream cheese ,39,426,Mother Dairy
1511,516,4/8/2021,citrus fruit,30,471,Rivendell
1511,516,4/8/2021,tropical fruit,156,424,Fressco
1511,516,4/8/2021,other vegetables,102,331,Fressco
1512,955,4/8/2021,brown bread,14,423,English Oven
1512,955,4/8/2021,specialty bar,143,85,True elements
1512,955,4/8/2021,processed cheese,115,380,Amul
1512,955,4/8/2021,chicken,27,312,Costa's
1512,955,4/8/2021,sausage,130,201,True elements
1513,1284,2/8/2021,sausage,130,201,True elements
1513,1284,2/8/2021,chicken,27,312,Costa's
1513,1284,2/8/2021,cream cheese ,39,426,Mother Dairy
1513,1284,2/8/2021,other vegetables,102,331,Fressco
1513,1284,2/8/2021,pastry,105,184,MTR
1514,1881,2/8/2021,soda,138,165,TATA
1514,1881,2/8/2021,citrus fruit,30,471,Rivendell
1514,1881,2/8/2021,whole milk,164,176,Mother Dairy
1514,1881,2/8/2021,curd,40,473,Mother Dairy
1514,1881,2/8/2021,other vegetables,102,331,Fressco
1515,1146,4/9/2021,sausage,130,201,True elements
1515,1146,4/9/2021,beef,8,182,Costa's
1515,1146,4/9/2021,yogurt,165,496,Amul
1515,1146,4/9/2021,finished products,51,57,Lankmark
1515,1146,4/9/2021,grapes,65,296,Fressco
1516,487,4/9/2021,frozen vegetables,63,113,Ocean's Secret
1516,487,4/9/2021,sausage,130,201,True elements
1516,487,4/9/2021,pork,111,74,Springer
1516,487,4/9/2021,UHT-milk,1,95,Amul
1516,487,4/9/2021,mayonnaise,89,107,Amul
1517,643,13/04/2021,tropical fruit,156,424,Fressco
1517,643,13/04/2021,turkey,157,130,Costa's
1517,643,13/04/2021,sausage,130,201,True elements
1517,643,13/04/2021,rolls/buns,122,316,Godrej
1517,643,13/04/2021,soda,138,165,TATA
1518,1955,13/04/2021,roll products ,121,297,Origami
1518,1955,13/04/2021,soda,138,165,TATA
1518,1955,13/04/2021,sausage,130,201,True elements
1518,1955,13/04/2021,other vegetables,102,331,Fressco
1518,1955,13/04/2021,sausage,130,201,True elements
1519,1340,2/8/2021,other vegetables,102,331,Fressco
1519,1340,2/8/2021,yogurt,165,496,Amul
1519,1340,2/8/2021,meat,90,190,Costa's
1519,1340,2/8/2021,frankfurter,56,102,Springer
1519,1340,2/8/2021,other vegetables,102,331,Fressco
1520,1958,2/8/2021,berries,9,252,Rivendell
1520,1958,2/8/2021,rolls/buns,122,316,Godrej
1520,1958,2/8/2021,beverages,10,305,Minute Maid
1520,1958,2/8/2021,flour,53,259,Aashirvaad
1520,1958,2/8/2021,frankfurter,56,102,Springer
1521,1019,28/06/2021,UHT-milk,1,95,Amul
1521,1019,28/06/2021,citrus fruit,30,471,Rivendell
1521,1019,28/06/2021,other vegetables,102,331,Fressco
1521,1019,28/06/2021,whole milk,164,176,Mother Dairy
1521,1019,28/06/2021,bottled beer,11,273,Budweiser
1522,566,28/06/2021,onions,99,226,Fressco
1522,566,28/06/2021,whole milk,164,176,Mother Dairy
1522,566,28/06/2021,cookware,37,124,Prestige
1522,566,28/06/2021,beef,8,182,Costa's
1522,566,28/06/2021,chicken,27,312,Costa's
1523,1891,11/6/2021,sausage,130,201,True elements
1523,1891,11/6/2021,baking powder,6,265,MDH
1523,1891,11/6/2021,rolls/buns,122,316,Godrej
1523,1891,11/6/2021,long life bakery product,85,398,Hershey's
1523,1891,11/6/2021,cookware,37,124,Prestige
1524,1942,11/6/2021,pip fruit,109,167,Fressco
1524,1942,11/6/2021,citrus fruit,30,471,Rivendell
1524,1942,11/6/2021,hamburger meat,68,461,Springer
1524,1942,11/6/2021,chicken,27,312,Costa's
1524,1942,11/6/2021,beef,8,182,Costa's
1525,1543,9/4/2021,soda,138,165,TATA
1525,1543,9/4/2021,ham,67,412,Costa's
1525,1543,9/4/2021,citrus fruit,30,471,Rivendell
1525,1543,9/4/2021,hygiene articles,73,301,Set Wet
1525,1543,9/4/2021,citrus fruit,30,471,Rivendell
1526,790,9/4/2021,bottled beer,11,273,Budweiser
1526,790,9/4/2021,photo/film,107,300,Philips
1526,790,9/4/2021,soda,138,165,TATA
1526,790,9/4/2021,sausage,130,201,True elements
1526,790,9/4/2021,whole milk,164,176,Mother Dairy
1527,398,13/07/2021,citrus fruit,30,471,Rivendell
1527,398,13/07/2021,cat food,24,106,Whiskas
1527,398,13/07/2021,rolls/buns,122,316,Godrej
1527,398,13/07/2021,cake bar,17,205,Cadbury
1527,398,13/07/2021,yogurt,165,496,Amul
1528,1152,13/07/2021,frankfurter,56,102,Springer
1528,1152,13/07/2021,sausage,130,201,True elements
1528,1152,13/07/2021,frozen meals,61,361,Ocean's Secret
1528,1152,13/07/2021,whole milk,164,176,Mother Dairy
1528,1152,13/07/2021,sausage,130,201,True elements
1529,1911,8/7/2021,pork,111,74,Springer
1529,1911,8/7/2021,root vegetables,123,401,Ocean's Secret
1529,1911,8/7/2021,waffles,159,103,Cadbury
1529,1911,8/7/2021,berries,9,252,Rivendell
1529,1911,8/7/2021,hamburger meat,68,461,Springer
1530,238,8/7/2021,waffles,159,103,Cadbury
1530,238,8/7/2021,chicken,27,312,Costa's
1530,238,8/7/2021,chicken,27,312,Costa's
1530,238,8/7/2021,frankfurter,56,102,Springer
1530,238,8/7/2021,cooking chocolate,36,107,Mars
1531,1161,25/06/2021,pork,111,74,Springer
1531,1161,25/06/2021,root vegetables,123,401,Ocean's Secret
1531,1161,25/06/2021,cream cheese ,39,426,Mother Dairy
1531,1161,25/06/2021,chocolate,28,435,Cadbury
1531,1161,25/06/2021,brown bread,14,423,English Oven
1532,1769,25/06/2021,chicken,27,312,Costa's
1532,1769,25/06/2021,turkey,157,130,Costa's
1532,1769,25/06/2021,other vegetables,102,331,Fressco
1532,1769,25/06/2021,grapes,65,296,Fressco
1532,1769,25/06/2021,frozen potato products,62,189,MTR
1533,79,14/05/2021,dog food,48,228,Whiskas
1533,79,14/05/2021,hamburger meat,68,461,Springer
1533,79,14/05/2021,tropical fruit,156,424,Fressco
1533,79,14/05/2021,citrus fruit,30,471,Rivendell
1533,79,14/05/2021,sausage,130,201,True elements
1534,271,14/05/2021,pip fruit,109,167,Fressco
1534,271,14/05/2021,tropical fruit,156,424,Fressco
1534,271,14/05/2021,frankfurter,56,102,Springer
1534,271,14/05/2021,sausage,130,201,True elements
1534,271,14/05/2021,baking powder,6,265,MDH
1535,457,27/09/2021,bottled water,12,62,Bisleri
1535,457,27/09/2021,root vegetables,123,401,Ocean's Secret
1535,457,27/09/2021,bottled beer,11,273,Budweiser
1535,457,27/09/2021,zwieback,166,476,Sunfeast
1535,457,27/09/2021,root vegetables,123,401,Ocean's Secret
1536,1749,27/09/2021,sausage,130,201,True elements
1536,1749,27/09/2021,condensed milk,35,206,Amul
1536,1749,27/09/2021,citrus fruit,30,471,Rivendell
1536,1749,27/09/2021,other vegetables,102,331,Fressco
1536,1749,27/09/2021,pet care,106,103,Whiskas
1537,40,16/08/2021,yogurt,165,496,Amul
1537,40,16/08/2021,pip fruit,109,167,Fressco
1537,40,16/08/2021,whole milk,164,176,Mother Dairy
1537,40,16/08/2021,other vegetables,102,331,Fressco
1537,40,16/08/2021,meat,90,190,Costa's
1538,508,16/08/2021,whole milk,164,176,Mother Dairy
1538,508,16/08/2021,rolls/buns,122,316,Godrej
1538,508,16/08/2021,ham,67,412,Costa's
1538,508,16/08/2021,honey,71,278,Dabur
1538,508,16/08/2021,chicken,27,312,Costa's
1539,513,10/7/2021,white wine,163,385,Blender Spride
1539,513,10/7/2021,semi-finished bread,132,403,English Oven
1539,513,10/7/2021,frankfurter,56,102,Springer
1539,513,10/7/2021,other vegetables,102,331,Fressco
1539,513,10/7/2021,whole milk,164,176,Mother Dairy
1540,539,10/7/2021,sausage,130,201,True elements
1540,539,10/7/2021,tropical fruit,156,424,Fressco
1540,539,10/7/2021,other vegetables,102,331,Fressco
1540,539,10/7/2021,soda,138,165,TATA
1540,539,10/7/2021,specialty bar,143,85,True elements
1541,1838,28/04/2021,pork,111,74,Springer
1541,1838,28/04/2021,butter,15,389,Amul
1541,1838,28/04/2021,yogurt,165,496,Amul
1541,1838,28/04/2021,tropical fruit,156,424,Fressco
1541,1838,28/04/2021,bottled beer,11,273,Budweiser
1542,1945,28/04/2021,sausage,130,201,True elements
1542,1945,28/04/2021,grapes,65,296,Fressco
1542,1945,28/04/2021,pork,111,74,Springer
1542,1945,28/04/2021,citrus fruit,30,471,Rivendell
1542,1945,28/04/2021,yogurt,165,496,Amul
1543,448,2/4/2021,brandy,13,143,Ossoro
1543,448,2/4/2021,turkey,157,130,Costa's
1543,448,2/4/2021,whole milk,164,176,Mother Dairy
1543,448,2/4/2021,finished products,51,57,Lankmark
1543,448,2/4/2021,onions,99,226,Fressco
1544,1418,2/4/2021,yogurt,165,496,Amul
1544,1418,2/4/2021,curd,40,473,Mother Dairy
1544,1418,2/4/2021,beef,8,182,Costa's
1544,1418,2/4/2021,misc. beverages,92,493,Minute Maid
1544,1418,2/4/2021,sausage,130,201,True elements
1545,54,5/5/2021,citrus fruit,30,471,Rivendell
1545,54,5/5/2021,chicken,27,312,Costa's
1545,54,5/5/2021,other vegetables,102,331,Fressco
1545,54,5/5/2021,ice cream,74,323,Mother Dairy
1545,54,5/5/2021,sausage,130,201,True elements
1546,988,5/5/2021,tropical fruit,156,424,Fressco
1546,988,5/5/2021,pip fruit,109,167,Fressco
1546,988,5/5/2021,grapes,65,296,Fressco
1546,988,5/5/2021,berries,9,252,Rivendell
1546,988,5/5/2021,bottled water,12,62,Bisleri
1547,513,20/07/2021,pork,111,74,Springer
1547,513,20/07/2021,pork,111,74,Springer
1547,513,20/07/2021,sausage,130,201,True elements
1547,513,20/07/2021,rolls/buns,122,316,Godrej
1547,513,20/07/2021,whole milk,164,176,Mother Dairy
1548,1907,20/07/2021,beef,8,182,Costa's
1548,1907,20/07/2021,beef,8,182,Costa's
1548,1907,20/07/2021,ham,67,412,Costa's
1548,1907,20/07/2021,other vegetables,102,331,Fressco
1548,1907,20/07/2021,hamburger meat,68,461,Springer
1549,1383,19/04/2021,berries,9,252,Rivendell
1549,1383,19/04/2021,sausage,130,201,True elements
1549,1383,19/04/2021,citrus fruit,30,471,Rivendell
1549,1383,19/04/2021,whole milk,164,176,Mother Dairy
1549,1383,19/04/2021,citrus fruit,30,471,Rivendell
1550,326,19/04/2021,bottled water,12,62,Bisleri
1550,326,19/04/2021,sausage,130,201,True elements
1550,326,19/04/2021,meat,90,190,Costa's
1550,326,19/04/2021,tropical fruit,156,424,Fressco
1550,326,19/04/2021,pip fruit,109,167,Fressco
1551,1653,9/8/2021,other vegetables,102,331,Fressco
1551,1653,9/8/2021,berries,9,252,Rivendell
1551,1653,9/8/2021,other vegetables,102,331,Fressco
1551,1653,9/8/2021,frankfurter,56,102,Springer
1551,1653,9/8/2021,sausage,130,201,True elements
1552,1017,9/8/2021,meat,90,190,Costa's
1552,1017,9/8/2021,yogurt,165,496,Amul
1552,1017,9/8/2021,canned beer,20,280,Budweiser
1552,1017,9/8/2021,whole milk,164,176,Mother Dairy
1552,1017,9/8/2021,sausage,130,201,True elements
1553,1070,12/9/2021,frankfurter,56,102,Springer
1553,1070,12/9/2021,frankfurter,56,102,Springer
1553,1070,12/9/2021,sausage,130,201,True elements
1553,1070,12/9/2021,citrus fruit,30,471,Rivendell
1553,1070,12/9/2021,frozen meals,61,361,Ocean's Secret
1554,1151,12/9/2021,sausage,130,201,True elements
1554,1151,12/9/2021,whole milk,164,176,Mother Dairy
1554,1151,12/9/2021,ham,67,412,Costa's
1554,1151,12/9/2021,cling film/bags,32,343,Lankmark
1554,1151,12/9/2021,chicken,27,312,Costa's
1555,210,6/9/2021,red/blush wine,119,438,Budweiser
1555,210,6/9/2021,chicken,27,312,Costa's
1555,210,6/9/2021,hamburger meat,68,461,Springer
1555,210,6/9/2021,bottled water,12,62,Bisleri
1555,210,6/9/2021,curd,40,473,Mother Dairy
1556,936,6/9/2021,frankfurter,56,102,Springer
1556,936,6/9/2021,turkey,157,130,Costa's
1556,936,6/9/2021,tropical fruit,156,424,Fressco
1556,936,6/9/2021,other vegetables,102,331,Fressco
1556,936,6/9/2021,pip fruit,109,167,Fressco
1557,1192,1/4/2021,meat,90,190,Costa's
1557,1192,1/4/2021,sausage,130,201,True elements
1557,1192,1/4/2021,mayonnaise,89,107,Amul
1557,1192,1/4/2021,soda,138,165,TATA
1557,1192,1/4/2021,pork,111,74,Springer
1558,1180,1/4/2021,rolls/buns,122,316,Godrej
1558,1180,1/4/2021,soda,138,165,TATA
1558,1180,1/4/2021,whole milk,164,176,Mother Dairy
1558,1180,1/4/2021,berries,9,252,Rivendell
1558,1180,1/4/2021,ham,67,412,Costa's
1559,333,14/07/2021,rolls/buns,122,316,Godrej
1559,333,14/07/2021,rolls/buns,122,316,Godrej
1559,333,14/07/2021,onions,99,226,Fressco
1559,333,14/07/2021,whole milk,164,176,Mother Dairy
1559,333,14/07/2021,yogurt,165,496,Amul
1560,1350,14/07/2021,rolls/buns,122,316,Godrej
1560,1350,14/07/2021,whole milk,164,176,Mother Dairy
1560,1350,14/07/2021,rolls/buns,122,316,Godrej
1560,1350,14/07/2021,rolls/buns,122,316,Godrej
1560,1350,14/07/2021,pip fruit,109,167,Fressco
1561,1850,3/5/2021,frankfurter,56,102,Springer
1561,1850,3/5/2021,turkey,157,130,Costa's
1561,1850,3/5/2021,onions,99,226,Fressco
1561,1850,3/5/2021,beef,8,182,Costa's
1561,1850,3/5/2021,sausage,130,201,True elements
1562,1054,3/5/2021,other vegetables,102,331,Fressco
1562,1054,3/5/2021,chicken,27,312,Costa's
1562,1054,3/5/2021,sausage,130,201,True elements
1562,1054,3/5/2021,tropical fruit,156,424,Fressco
1562,1054,3/5/2021,tropical fruit,156,424,Fressco
1563,565,18/09/2021,pip fruit,109,167,Fressco
1563,565,18/09/2021,yogurt,165,496,Amul
1563,565,18/09/2021,tropical fruit,156,424,Fressco
1563,565,18/09/2021,soda,138,165,TATA
1563,565,18/09/2021,rolls/buns,122,316,Godrej
1564,458,18/09/2021,condensed milk,35,206,Amul
1564,458,18/09/2021,domestic eggs,49,437,Henfruit
1564,458,18/09/2021,candles,18,491,Bella Vita Organic
1564,458,18/09/2021,butter milk,16,464,Amul
1564,458,18/09/2021,whole milk,164,176,Mother Dairy
1565,1226,15/04/2021,beef,8,182,Costa's
1565,1226,15/04/2021,meat,90,190,Costa's
1565,1226,15/04/2021,citrus fruit,30,471,Rivendell
1565,1226,15/04/2021,beef,8,182,Costa's
1565,1226,15/04/2021,UHT-milk,1,95,Amul
1566,705,15/04/2021,berries,9,252,Rivendell
1566,705,15/04/2021,rolls/buns,122,316,Godrej
1566,705,15/04/2021,whole milk,164,176,Mother Dairy
1566,705,15/04/2021,pork,111,74,Springer
1566,705,15/04/2021,candles,18,491,Bella Vita Organic
1567,190,14/06/2021,pork,111,74,Springer
1567,190,14/06/2021,salt,127,315,TATA
1567,190,14/06/2021,citrus fruit,30,471,Rivendell
1567,190,14/06/2021,other vegetables,102,331,Fressco
1567,190,14/06/2021,pastry,105,184,MTR
1568,452,14/06/2021,waffles,159,103,Cadbury
1568,452,14/06/2021,curd,40,473,Mother Dairy
1568,452,14/06/2021,whole milk,164,176,Mother Dairy
1568,452,14/06/2021,sausage,130,201,True elements
1568,452,14/06/2021,soda,138,165,TATA
1569,1072,7/9/2021,ice cream,74,323,Mother Dairy
1569,1072,7/9/2021,tropical fruit,156,424,Fressco
1569,1072,7/9/2021,ham,67,412,Costa's
1569,1072,7/9/2021,meat,90,190,Costa's
1569,1072,7/9/2021,berries,9,252,Rivendell
1570,141,7/9/2021,other vegetables,102,331,Fressco
1570,141,7/9/2021,beef,8,182,Costa's
1570,141,7/9/2021,bottled beer,11,273,Budweiser
1570,141,7/9/2021,butter,15,389,Amul
1570,141,7/9/2021,whole milk,164,176,Mother Dairy
1571,515,28/07/2021,citrus fruit,30,471,Rivendell
1571,515,28/07/2021,frankfurter,56,102,Springer
1571,515,28/07/2021,sausage,130,201,True elements
1571,515,28/07/2021,hygiene articles,73,301,Set Wet
1571,515,28/07/2021,frankfurter,56,102,Springer
1572,1106,28/07/2021,shopping bags,133,467,Lankmark
1572,1106,28/07/2021,beef,8,182,Costa's
1572,1106,28/07/2021,canned beer,20,280,Budweiser
1572,1106,28/07/2021,frankfurter,56,102,Springer
1572,1106,28/07/2021,frankfurter,56,102,Springer
1573,1485,17/09/2021,whole milk,164,176,Mother Dairy
1573,1485,17/09/2021,beef,8,182,Costa's
1573,1485,17/09/2021,canned beer,20,280,Budweiser
1573,1485,17/09/2021,canned beer,20,280,Budweiser
1573,1485,17/09/2021,whole milk,164,176,Mother Dairy
1574,818,17/09/2021,whole milk,164,176,Mother Dairy
1574,818,17/09/2021,ham,67,412,Costa's
1574,818,17/09/2021,brandy,13,143,Ossoro
1574,818,17/09/2021,frankfurter,56,102,Springer
1574,818,17/09/2021,root vegetables,123,401,Ocean's Secret
1575,872,3/7/2021,hygiene articles,73,301,Set Wet
1575,872,3/7/2021,hamburger meat,68,461,Springer
1575,872,3/7/2021,sausage,130,201,True elements
1575,872,3/7/2021,meat,90,190,Costa's
1575,872,3/7/2021,tropical fruit,156,424,Fressco
1576,1905,3/7/2021,root vegetables,123,401,Ocean's Secret
1576,1905,3/7/2021,pip fruit,109,167,Fressco
1576,1905,3/7/2021,yogurt,165,496,Amul
1576,1905,3/7/2021,root vegetables,123,401,Ocean's Secret
1576,1905,3/7/2021,canned beer,20,280,Budweiser
1577,490,28/07/2021,pork,111,74,Springer
1577,490,28/07/2021,root vegetables,123,401,Ocean's Secret
1577,490,28/07/2021,sausage,130,201,True elements
1577,490,28/07/2021,chocolate,28,435,Cadbury
1577,490,28/07/2021,citrus fruit,30,471,Rivendell
1578,96,28/07/2021,chicken,27,312,Costa's
1578,96,28/07/2021,whole milk,164,176,Mother Dairy
1578,96,28/07/2021,packaged fruit/vegetables,103,268,Fressco
1578,96,28/07/2021,whole milk,164,176,Mother Dairy
1578,96,28/07/2021,beef,8,182,Costa's
1579,381,7/5/2021,ham,67,412,Costa's
1579,381,7/5/2021,newspapers,95,84,Origami
1579,381,7/5/2021,frankfurter,56,102,Springer
1579,381,7/5/2021,whole milk,164,176,Mother Dairy
1579,381,7/5/2021,sausage,130,201,True elements
1580,1279,7/5/2021,domestic eggs,49,437,Henfruit
1580,1279,7/5/2021,dishes,47,150,Borosil
1580,1279,7/5/2021,pork,111,74,Springer
1580,1279,7/5/2021,tropical fruit,156,424,Fressco
1580,1279,7/5/2021,yogurt,165,496,Amul
1581,666,7/9/2021,hamburger meat,68,461,Springer
1581,666,7/9/2021,canned beer,20,280,Budweiser
1581,666,7/9/2021,pet care,106,103,Whiskas
1581,666,7/9/2021,beef,8,182,Costa's
1581,666,7/9/2021,chicken,27,312,Costa's
1582,797,7/9/2021,yogurt,165,496,Amul
1582,797,7/9/2021,sugar,150,100,TATA
1582,797,7/9/2021,newspapers,95,84,Origami
1582,797,7/9/2021,hard cheese,69,460,Mother Dairy
1582,797,7/9/2021,beef,8,182,Costa's
1583,1677,5/9/2021,beverages,10,305,Minute Maid
1583,1677,5/9/2021,beef,8,182,Costa's
1583,1677,5/9/2021,rolls/buns,122,316,Godrej
1583,1677,5/9/2021,whole milk,164,176,Mother Dairy
1583,1677,5/9/2021,chicken,27,312,Costa's
1584,1850,5/9/2021,sausage,130,201,True elements
1584,1850,5/9/2021,citrus fruit,30,471,Rivendell
1584,1850,5/9/2021,red/blush wine,119,438,Budweiser
1584,1850,5/9/2021,whole milk,164,176,Mother Dairy
1584,1850,5/9/2021,pip fruit,109,167,Fressco
1585,817,1/9/2021,turkey,157,130,Costa's
1585,817,1/9/2021,frankfurter,56,102,Springer
1585,817,1/9/2021,canned beer,20,280,Budweiser
1585,817,1/9/2021,pastry,105,184,MTR
1585,817,1/9/2021,bottled water,12,62,Bisleri
1586,33,1/9/2021,whole milk,164,176,Mother Dairy
1586,33,1/9/2021,citrus fruit,30,471,Rivendell
1586,33,1/9/2021,whole milk,164,176,Mother Dairy
1586,33,1/9/2021,bottled beer,11,273,Budweiser
1586,33,1/9/2021,liquor,82,381,Budweiser
1587,1455,16/09/2021,curd,40,473,Mother Dairy
1587,1455,16/09/2021,other vegetables,102,331,Fressco
1587,1455,16/09/2021,nuts/prunes,97,315,True elements
1587,1455,16/09/2021,other vegetables,102,331,Fressco
1587,1455,16/09/2021,UHT-milk,1,95,Amul
1588,1453,16/09/2021,pork,111,74,Springer
1588,1453,16/09/2021,sausage,130,201,True elements
1588,1453,16/09/2021,beverages,10,305,Minute Maid
1588,1453,16/09/2021,pastry,105,184,MTR
1588,1453,16/09/2021,root vegetables,123,401,Ocean's Secret
1589,1698,5/4/2021,root vegetables,123,401,Ocean's Secret
