uid,productID
426,49 109 15 80 11 122 56 164 149 138 123 105 165 102 162 72 135 160 35 64
427,102 19 138 122
428,112 6 15 53 122 11 56 18 164 88 138 14 38 67 30 105 16 102 19
429,165 65 130 156 56
430,161 40 122 69 26 164 14 92 123 30 105 165 102 60 34 73 24 128 43 135 19 44 12 64
431,94 6 90 110 80 122 156 77 31 164 138 14 92 123 111 105 65 102 130 73 95 128 159 39 12 58 97 64
432,135 27 74 123 85 120 109 44 105 12 102 164 73 162 138 145
433,49 160 109 9 40 105 12 65 102 164 95 11 122 138
434,85 90 160 109 44 15 115 105 102 130 164 28 149 128 159 99
435,90 123 160 109 75 15 165 12 34 102 164 53 122 11 29 118
436,39 49 123 160 109 108 75 40 20 165 138 0 102 164 71 122 139 159
437,50 74 123 85 30 20 105 165 80 102 12 65 164 98 11 21 148 138
438,112 123 68 8 23 108 93 160 166 165 51 102 122 89 47 159 64
439,27 49 39 123 9 108 40 20 165 102 63 128 156 92 145
440,6 106 85 90 20 48 69 156 56 129 62 164 17 74 123 70 165 102 34 130 73 135 160 75 44 61 64
441,38 85 15 138 102 164 98 122 24 88 14 143
442,14 165 138 12 34 102 88 91 103 158 22 64 140
443,123 146 164 148 138
444,123 105 165 16 12 138 28 133 122 121 128 156 88 64
445,27 6 123 8 109 115 30 132 150 165 58 81 130 164 162 99 107 56
446,67 9 26 165 102 164 122 138
448,15 40 1 122 13 62 63 164 99 88 138 67 51 28 162 12 133 157 64
449,49 109 32 40 17 103 138 14 123 70 105 16 34 28 162 128 127 76 75 2 119 64
450,94 106 123 111 9 30 15 20 102 164 122 103 138
451,141 163 85 8 109 15 20 11 156 18 54 164 149 70 30 146 102 36 159 119
452,85 150 40 53 122 156 87 77 25 0 164 138 14 143 145 123 111 165 102 34 130 28 162 95 24 100 159 160 61 44 133 64
453,6 49 109 20 1 11 69 56 17 138 92 108 30 105 165 130 84 28 12 64
454,49 106 85 90 109 115 40 11 69 77 26 164 149 17 138 123 101 30 16 102 65 95 162 128 159 61 12 64
455,150 15 1 46 68 98 138 88 14 145 30 105 102 34 73 24 159 45 12 64
456,6 40 20 122 11 10 68 164 14 123 111 108 165 102 34 95 128 43 160 75 61 44 12
457,90 123 9 109 30 77 26 165 166 12 102 130 11 99 162 56 82
458,49 20 80 11 122 156 131 18 164 103 138 27 123 111 30 105 16 102 128 19 61 35 133 139 119 64
459,123 23 160 45 105 20 165 102 63 164 133 122 128 138 14
460,15 164 162 99
461,112 94 163 136 40 1 122 56 68 54 63 138 145 105 165 102 21 130 95 162 39 61 12 133 47
462,27 19 74 111 30 63 97 164 95 139 156 56
463,94 49 163 90 136 40 20 166 1 116 122 121 156 56 26 63 164 88 14 92 145 143 74 123 111 9 105 165 102 28 95 127 19 44 61 64 12 99
464,90 150 109 110 20 11 122 149 148 138 67 9 30 16 102 34 130 65 95 44 12 104 133 139 157
465,27 19 131 123 8 9 30 34 65 130 164 53 11 156 138 14 92
466,112 49 106 150 109 156 10 63 164 98 88 67 123 70 34 102 24 160 12 99
467,123 44 12 102 156
468,27 163 127 68 160 115 30 138 33 102 130 95 122 28 83 64
469,49 123 30 105 20 16 104 156 138
470,14 90 70 8 123 150 15 85 105 61 102 130 164 128 138 56
471,19 6 163 68 111 8 109 30 70 160 97 164 98 133 103 138 64
472,49 85 90 8 109 20 122 68 138 14 143 123 111 165 16 34 102 130 89 24 12 133
473,94 109 15 20 122 11 156 31 164 14 143 111 16 51 102 95 89 127 45 12 99
474,125 160 109 20 105 165 116 164 133 162 2 103 156 64
475,67 109 30 72 159
476,49 106 109 15 40 20 1 122 156 164 103 138 67 70 30 105 165 102 95 39 45 12
477,27 85 123 8 111 61 40 15 20 64 165 44 102 130 164 95 56
478,106 109 115 40 142 102 164 162 17 11 24 156 99 143
479,6 49 90 8 11 122 68 164 98 138 88 145 123 111 165 65 34 95 89 128 132 12 33 133 139
480,90 20 102 84 95 122 138 143
481,109 15 138 102 130 164 95 122 72 119 103 107 159 14
482,49 141 8 109 40 20 122 11 156 23 164 98 88 14 145 123 70 30 105 102 21 95 73 45 12 133 119 64
483,49 85 109 15 1 59 122 56 10 164 123 67 108 30 130 128 52 45 12
484,49 67 9 30 15 102 51 130 164 122 11 162 156 159 22 145
485,123 8 111 44 109 56 105 15 12 63 102 130 164 122 88 99
486,94 67 70 105 102
487,49 8 109 1 122 107 56 63 164 88 138 67 111 105 165 102 130 36 89 39 12 133
488,123 9 105 165 151 12 164 95 53 103 138 64
489,163 123 44 64 20 165 138 12 58 130 164 133 24 156 159 14
490,74 123 90 111 8 9 30 15 105 85 82 102 130 28 29 56 145
491,112 20 26 0 164 98 88 138 145 123 111 9 16 165 162 152 159 39 104 133
492,49 40 15 53 122 156 10 68 63 164 138 27 111 30 165 84 73 28 160 132 12 139
493,27 94 131 96 160 109 40 142 165 48 130 133 69 138 64
494,49 8 115 15 40 11 122 56 164 138 123 111 108 165 102 21 41 28 19 160 132 104 133 47 99
495,10 68 109 20 165 1 51 63 28 11 103 156 88 145
496,141 74 85 8 109 115 132 12 34 133 122 11 107
497,94 49 135 39 123 109 45 105 16 12 34 164 122 138 99 92 145
498,49 163 8 109 40 105 142 16 102 164 11 138
499,112 49 6 85 15 59 53 122 46 0 138 67 123 111 9 30 16 165 34 102 65 95 152 19 160 12 35 2 47
500,52 10 90 68 131 61 15 30 64 44 165 102 130 164 139 159 56 82
501,135 27 94 123 160 109 18 165 102 122 159 138
502,135 49 10 123 131 30 64 165 166 12 102 130 164 69 156 56 92
503,150 109 61 108 75 20 130 159 43
504,6 150 20 11 69 56 131 63 138 82 105 102 28 162 128 24 160 45 64
505,49 115 15 122 11 156 26 164 149 138 14 111 9 105 16 102 89 127 39 93 44 12 139 119 99
506,39 73 95 17 64
507,49 109 53 122 69 156 56 23 164 138 14 145 9 30 105 159 160 12 99
508,27 123 67 160 105 20 130 164 122 71
509,85 90 160 156 44 30 40 76 12 63 130 164 28 11 133 157 88 92
510,10 6 123 111 9 40 77 20 15 12 34 164 133 162 53 103
511,163 115 151 95 145
512,94 49 90 8 32 11 122 69 156 158 56 10 164 138 27 67 30 130 135 99
513,49 163 150 40 15 166 81 122 11 56 63 164 138 14 143 70 111 102 130 159 160 44 75 132 12 104 47 64
514,106 20 53 56 164 98 88 145 67 30 102 130 162 128 160 44 76 35 64
515,40 59 11 122 156 56 10 164 14 27 74 67 30 105 165 65 34 130 73 160 58
516,49 150 40 20 59 11 122 156 131 23 164 88 14 143 30 102 39 160 35
517,49 115 166 122 156 10 131 164 138 88 27 74 123 67 111 102 39 61 44 64
518,94 163 102 63 164 138 64
519,123 30 165 16 12 130 133 122 121 128 69 156 138
520,123 160 45 30 44 165 102 83 21 88 28 122 11 156 138 143 145
521,94 49 39 163 30 34 164 59 128 156
522,160 165 12 102 164 138 99
523,67 8 16 164 143
524,90 68 109 12 34 164 72 107
525,156 61 108 109 105 15 126 142 102 164 133 122 24 107 138 64 145
526,112 10 14 40 132 20 165 138 102 73 122 162 11 133 28 88 64 143
527,49 8 109 115 122 11 156 107 164 88 92 123 9 102 21 34 28 73 135 160 44 58 12 71 64
528,85 90 150 122 77 62 63 138 123 9 30 105 165 16 102 162 39 160 44 12 64
529,19 96 160 9 30 12 65 164 95 133 47 83
530,85 67 123 45 40 30 20 151 102 164 98 95 122 128 138 99 92
531,109 61 102 130 138
532,106 123 26 40 146 20 1 156 99 143
533,39 131 109 108 15 30 25 12 65 116 122 156 14 92 145
534,115 15 48 122 17 138 88 143 120 30 105 165 51 102 130 29 128 144 44 99
535,68 160 30 105 12 102 151 130 164 95 122 99 128 138 56 143 145
536,94 49 115 132 105 20 63 102 133 122 121 138 14 143
537,160 40 20 121 138
538,67 109 44 15 30 102 130 164 91
539,94 150 48 156 87 54 88 138 143 30 105 102 65 130 95 72 24 75 44 12
540,123 61 133 95 162
541,123 129 15 16 12 102 164 133 122 24 156 143
542,19 123 160 111 156 151 102 130 13 157 159 143 82
543,106 67 90 70 123 20 138 102 63 104 164 59 139 156 88
544,10 85 14 160 15 165 138 102 48 130 28 162 11 95 98 156 159 64
545,150 45 21 28 69
546,112 39 8 9 32 44 165 102 65 46 119 53 122 138 99
547,90 20 122 156 56 68 164 88 138 14 82 74 123 70 9 105 165 102 99
548,40 20 122 11 156 56 0 164 88 82 30 165 102 65 84 130 95 162 128 39 160
549,85 163 40 122 11 107 10 0 164 88 83 138 123 70 108 165 102 34 28 95 89 113 159 39 160 132 12 133
550,49 85 115 122 10 63 164 99 88 92 82 67 123 111 165 102 130 24 127 135 52 160 64
551,85 23 9 30 12 102 65 1 164 63 133 89 156
552,123 131 160 20 16 165 34 3 130 164 139 156 88 64
553,94 49 85 40 122 18 164 118 98 149 138 78 16 165 102 34 130 19 104 133
554,85 160 9 44 15 61 109 120 29 122 139 125 159 143
555,109 40 122 69 46 164 88 138 143 145 27 74 105 165 16 34 73 125 135 45 44
556,129 123 160 44 30 15 165 65 102 35 164 122 156
557,139 15 20 117 53 122 13 23 63 164 83 14 120 105 165 102 95 162 73 135 132 12 133 47 119 99
558,135 19 14 123 15 64 105 16 102 130 164 122 149 124 156 46 99
559,85 123 160 93 30 26 20 165 12 130 164 156 138 56
560,49 67 111 160 76 15 56 12 102 164 95 122 133 156 138 22 64 145
561,27 49 19 131 115 30 63 34 130 28 162 88
562,150 105 138 165 34 41 35 95 122 11 88
563,49 109 20 53 122 7 164 149 138 16 165 102 34 28 95 73 19 96 160 137 12 133 99
564,115 109 20 11 69 156 56 26 0 63 164 123 9 105 165 102 65 130 128 19 160 44 45 139 64
565,94 14 109 108 40 165 34 164 133 122 156 138 99 92
566,27 37 8 164 99
567,90 15 1 122 69 156 107 56 26 63 164 98 138 27 123 165 34 84 50 44 139
568,10 109 44 40 15 20 102 130 164 133 118 156 99
569,49 85 70 160 108 26 165 51 130 164 139 156 138 56
570,39 44 15 12 162
571,109 59 53 62 164 17 138 27 74 123 165 102 95 29 72 159 160 133 139 157
572,163 68 102 28 91 72 122 14
573,94 8 9 75 16 122 152 156 127
574,111 160 76 12 63 130 164 133 95 98 156
575,112 49 39 74 109 20 54 142 165 102 130 164 122 103 156 138
576,15 122 69 156 26 18 63 164 123 146 165 102 95 72 159 39 52 19 64
577,27 78 160 115 15 40 105 12 102 34 164 133 122 13 156 138 56
578,10 123 67 61 40 15 20 105 102 130 164 35 53 100
579,20 166 122 10 26 63 164 83 138 14 145 27 123 105 165 102 73 39 44 12 133
580,93 40 20 12 164 98 122 13 24 14 140 145
582,85 150 110 20 46 10 68 23 126 164 98 88 78 123 70 73 128 50 45 119
583,163 123 111 109 30 25 16 165 102 34 164 162 128 139 156 138 140
584,85 109 76 132 142 130 164 156 138 56
585,27 52 163 90 8 109 165 12 162 122 89 11 138 56
586,49 109 16 65 130 84 122 107 56
587,67 68 23 9 44 15 30 16 102 34 35 95 162 121 69
588,67 150 109 30 20 12 130 122 138
589,49 8 15 1 59 122 156 56 10 164 149 138 67 123 30 102 160 44 12
590,112 49 85 150 20 11 156 56 63 138 27 67 108 30 105 28 162 128 133 139
591,94 15 164 11 159
592,94 106 150 136 20 142 3 11 10 23 26 77 62 164 138 88 123 105 16 65 21 160 93 133 47 64
593,19 123 111 8 30 20 1 65 63 31 164 133 122 121 156 138 99
594,39 94 19 141 123 129 111 9 44 15 135 164 133 122 11 89 156 88
595,112 166 69 18 63 164 88 138 14 92 165 16 102 95 159 43 160 61 133 2 139 99
596,135 94 90 111 102 34 164 28 95 11 122 156 56
597,90 109 9 64 20 102 51 164 122 69 138 56
598,94 6 49 112 115 1 122 56 164 138 92 123 111 102 28 128 39 133 139 119 64
599,135 50 123 8 86 30 15 165 63 102 130 164 95 118 46 139 138 56
600,27 109 165 0 34 164 11 138 64 145
601,27 70 105 12 164 29 13 92 82
602,52 14 109 9 30 75 20 105 138 12 102 130 164 11 156 119 99 143
603,50 123 111 109 165 102 98 122 162 28 107 56
604,163 90 109 15 20 10 164 88 27 123 111 30 105 165 102 34 130 44 12
605,49 163 159 70 150 85 26 20 165 16 12 63 88 164 95 11 156 138
606,67 123 111 9 68 30 40 105 8 165 102 46 130 164 162 128 156 159
607,27 10 49 94 67 160 109 30 1 21 122 24 88
608,19 68 109 75 40 30 105 165 1 102 164 122 162 156 138 14 143
609,27 39 163 40 64 164 122 99 138 56
610,111 109 30 56 145
611,94 37 109 30 25 34 65 130 133 122 69 138 47 66
612,94 15 68 26 25 0 164 98 103 14 111 30 165 102 21 28 135 160 45 61 12 64
613,138 164 11 159 145
614,85 156 56 68 63 164 17 138 88 92 143 70 111 108 105 165 102 24 135 160 44 133
615,135 123 165 12 51 88 130 138 56
616,32 15 40 11 122 156 158 88 138 14 111 108 30 16 165 102 130 41 95 162 159 144 50 160 12 97 133
617,39 120 160 150 40 44 115 165 65 130 164 133 122 98 59 156 88
618,39 123 70 160 8 132 20 103 165 63 133 98 11 122 24 156
619,49 14 74 9 15 40 105 126 165 12 164 28 149 99 128 64 92
620,49 85 150 109 20 11 121 164 145 111 105 165 102 95 89 24 125 137 160 61
621,94 49 106 85 150 15 11 122 156 129 68 23 147 164 98 103 138 88 123 70 111 9 108 30 165 102 130 28 29 95 24 159 43 39 19 12
622,8 20 142 3 122 11 69 156 158 26 63 164 98 103 138 83 88 111 9 30 105 165 16 21 102 162 12 47
623,85 20 3 11 69 63 164 98 103 138 14 27 30 165 102 130 73 29 162 12 104
624,49 109 40 20 122 11 156 23 26 63 164 138 88 14 143 27 123 70 105 34 102 21 95 162 39 139 64
625,85 93 102 53 138
626,49 9 132 105 164
627,115 40 122 11 91 156 26 164 92 27 111 30 105 102 130 95 73 159 160 139
629,131 111 8 165 12 102 104 130 164 11 162 89 122 56
630,94 49 15 122 14
631,13 10 87 26 164 138 88 123 70 165 102 28 144 127 39 19 44 12 133 119 64
632,112 8 32 20 1 69 164 98 149 138 14 16 95 28 160 45 12 133 64
633,49 90 150 109 20 53 122 156 56 164 88 102 84 95 127 135 132 12 133 139 99
634,6 85 163 11 122 156 63 164 98 138 88 123 105 165 102 162 128 39 45 12 64
635,123 111 30 102 130
636,109 53 122 156 68 63 138 88 27 123 105 16 102 95 162 93 45 61 12
637,94 141 49 90 109 15 122 11 69 156 56 68 23 164 103 14 92 123 67 30 105 65 102 130 51 73 95 152 39 160 76 12 151 157 64
638,27 49 70 8 109 44 30 15 20 165 153 102 130 164 133 122 34
639,115 40 15 20 1 156 56 10 68 164 103 138 14 146 165 102 95 162 19 61 133 139 119 64
640,141 6 8 20 165 102 34 130 164 21 46 138 56 82
641,74 90 123 8 111 9 30 163 20 62 165 12 65 164 133 11 56
642,106 8 109 40 1 122 156 107 10 129 63 164 138 14 123 9 30 165 102 130 160 35 133 47
643,78 49 39 160 20 165 12 102 46 130 164 95 122 156 138 143 157
644,90 68 150 160 64 12 164 133 162 47 156 127
645,90 8 109 122 56 0 138 14 123 70 105 165 102 130 95 162 160 133 139 64
646,135 123 30 105 102 164 95 138
647,49 8 115 40 122 11 156 62 63 138 143 92 165 130 95 127 160 12 133 64
649,6 16 34 35 122
650,150 40 122 11 56 129 26 18 164 111 102 84 95 28 19 160 93 12 133 99
651,39 6 123 160 32 109 30 15 138 164 122 88 56
652,109 61 105 14 82
653,49 90 40 20 122 11 26 25 164 138 145 74 123 111 102 34 73 162 133 64
654,106 109 15 20 122 156 107 129 31 138 83 88 143 27 67 111 9 165 102 130 28 128 24 160 12 140
655,94 49 20 53 122 156 10 131 164 138 27 30 165 130 95 89 61 12 64
656,163 108 44 20 41 133 122 95 24 145
657,135 159 111 109 44 136 165 34 65 88 164 122 11 99 156 138 64
658,109 122 11 139 88
659,8 109 150 156 68 164 98 138 92 123 165 34 65 130 102 162 159 43 12 133 99
660,135 19 160 120 15 165 138 12 164 98 122 119 24 88 64
661,111 109 115 12 58 102 156 138 56
662,112 49 85 8 166 48 156 56 164 148 138 14 143 82 27 70 111 9 105 165 102 130 41 61 35 140
663,27 123 12 21 102 164 144 14
664,19 70 8 111 44 30 40 165 102 130 164 133 122 95 11 24 138 99
665,123 111 30 132 15 16 34 153 164 133 122 162 89 64 92
666,27 106 123 68 8 9 30 105 20 165 35 164 98 122 14
667,27 10 123 111 8 61 165 63 130 164 122 156 158
668,27 49 90 67 111 165 102 88 130 164 11 122 156 138 14 145
669,94 67 111 150 44 30 61 105 165 48 59 28 122 11 138 127
670,27 49 14 123 111 9 109 61 12 65 151 130 164 103 156 159 56
671,150 109 15 53 122 156 68 164 98 88 138 78 74 123 165 102 130 162 29 135 19 140
672,94 49 8 122 11 156 56 164 88 14 123 9 108 165 130 41 127 160 12
673,94 106 8 109 122 156 164 138 88 14 123 111 30 165 102 130 95 137 160
674,112 90 8 115 40 122 11 13 10 147 26 164 88 138 123 120 9 30 105 165 102 34 119
675,19 111 9 26 132 30 15 1 102 12 130 164 122 156 144 92 145
676,111 109 40 20 165 164 156 159 56
677,150 40 122 156 131 68 18 63 164 88 138 120 9 165 102 130 95 128 24 159 12
678,27 10 19 111 61 12 102 48 130 164 162 89 64
679,123 127 44 105 102 35 164 95 122 47 156 99
680,52 123 90 8 129 30 105 20 165 12 102 130 11 156 138 99
681,85 8 32 15 122 69 156 56 66 0 63 164 98 88 67 123 105 51 34 130 95 162 159 135 44 132 12 47 157 64
682,49 150 44 40 26 34 51 130 28 53 103 139 156 14
683,87 74 111 160 44 15 55 165 34 63 102 164 95 11 107 56
684,123 68 131 77 20 51 102 130 164 35 122 28 88 14
685,49 90 68 123 109 45 20 138 34 102 156 159 14 143
686,112 123 105 63 98 11 69 159 14 145
687,94 45 20 165 12 34 28 159 64
688,49 90 68 160 9 109 30 20 102 97 164 156 64 143
689,135 39 14 8 160 108 15 165 138 1 130 29 156 119 56
690,49 159 115 108 40 18 16 12 102 130 122 71 156 138
691,8 9 40 20 105 165 164 28 11 162 24 138 56 82
693,68 97 164 119 56
694,85 15 40 11 56 88 138 82 123 30 34 102 28 162 89 159 93 64 140
695,40 20 1 11 56 88 123 9 30 16 102 51 41 95 24 128 44 76 12 133 2
696,123 90 8 150 160 132 105 165 12 139 138 64 92
697,6 49 32 11 122 156 158 54 25 164 82 123 102 41 152 135 44 61 76 133 99
698,94 163 109 40 53 122 11 13 107 18 138 88 67 123 108 30 165 102 34 95 39 44 133 119 99
699,39 52 10 123 9 108 105 102 48 130 97 164 11 63 156 14
700,49 115 15 40 20 31 138 14 111 105 146 102 130 95 36 128 93 12 139
701,49 8 150 15 1 122 10 62 63 164 88 92 67 123 30 165 102 34 130 24 39 44 133 157 119
702,74 93 166 63 73 122 72 11 138
703,49 6 90 109 136 15 20 53 122 68 164 17 103 88 138 92 27 123 9 108 16 165 102 65 34 73 89 128 125 39 160 75 61 12 133 139 64
704,123 160 109 105 54 20 12 102 65 34 164 98 122 99 63 156 14
705,163 90 15 153 122 11 158 129 68 18 0 164 88 138 123 111 9 16 102 133 2
706,68 150 32 40 138 16 165 65 63 88 164 133 122 11 95 159 64
707,134 27 123 67 109 115 12 102 35 130 164 11 162 98 28 56
708,90 8 20 142 11 156 56 63 164 138 143 105 165 102 130 73 128 160 44
709,78 10 74 123 8 109 9 30 61 105 102 130 95 122 133 128 47
710,94 163 48 11 156 56 68 26 164 67 9 105 165 102 130 52 44 132 12 133 64
711,141 106 150 20 11 122 156 10 68 164 98 138 145 123 30 165 65 34 28 133
712,30 40 132 138 1 63 164 122 121 128 159 88 14
713,74 90 111 20 165 164 69 138
714,49 14 120 109 150 15 26 117 63 21 34 102 164 88 159 99
715,6 8 40 20 166 122 11 156 46 56 68 63 164 98 103 138 92 123 67 165 102 130 19 160 75 44 12
716,49 109 20 1 11 122 107 56 63 92 67 123 30 105 165 16 34 102 130 84 73 159 135 19 160 157 119 99
717,111 150 44 42 62 165 12 102 164 28 29 122 91 128 156 14 140
718,49 87 32 165 12 122 162 138
719,49 163 123 85 45 15 1 102 63 133 122 121 128 156 88 14 92
720,94 123 77 20 105 165 12 102 3 63 34 122 138 143 145
721,94 67 111 160 77 165 16 102 130 133 122 95 159 138 56
722,90 68 111 8 123 30 165 130 164 119 149 128 69 138 143
723,94 37 8 111 61 160 20 138 165 12 63 34 53 28 88 64
724,123 68 109 115 40 30 138 1 102 63 130 164 122 121 156 158 56
725,135 39 94 160 105 165 34 102 164 98 128 69 159
726,10 150 160 44 40 105 165 12 1 151 164 159 88
727,112 6 163 109 15 53 122 121 156 68 23 26 62 164 17 14 92 74 123 165 51 95 24 47 159 160 61 33 133 139 64
728,10 6 109 15 40 20 105 48 130 28 122 162 17 133
729,27 90 68 8 109 20 164
730,94 106 123 9 15 30 40 165 102 130 164 122 99 138 56
731,141 90 109 166 1 59 11 122 56 131 164 138 88 83 145 120 30 102 130 41 95 159 127 39 160 12 47 99
732,10 123 111 26 130 133 11 14
733,39 160 109 15 16 34 102 95 122 133 103
734,112 10 163 32 142 165 1 102 48 53 122 17 156 56
735,163 123 70 8 160 30 64 15 20 12 63 1 102 164 122 11 103 56
736,49 145 131 20 12 102 153 130 95 28 133 11 82
737,112 8 40 122 11 156 164 149 138 145 27 30 165 102 60 130 28 29 95 128 39 135 50 160 44
738,141 26 105 165 0 102 130 59 53 162 122 138 64
739,8 109 110 15 136 40 11 156 131 54 164 14 67 123 111 70 105 165 65 162 128 24 113 160 64 99
740,94 8 109 40 48 11 122 10 23 62 63 103 138 14 165 73 162 159 19 132 12 133 119 64
741,27 49 163 111 9 105 46 35 95 122 11 148 156 88
742,49 163 150 59 122 11 91 156 164 138 143 92 105 102 162 160 44 12 119
743,94 151 65 58 53
744,8 40 15 20 122 37 63 164 98 138 123 111 105 165 73 128 135 160 133
745,85 90 109 20 122 121 156 56 134 164 138 14 82 27 123 111 9 16 73 95 132 12 47
746,27 111 15 64 20 51 98 133 138 56
747,141 12 102 164 138
748,104 19 163 122
749,49 106 109 136 122 156 87 63 164 149 138 88 145 123 120 108 146 105 102 162 24 135 12 35
750,27 135 111 160 61 30 105 12 63 162 11 122 128 138 56 92
751,94 85 90 11 122 156 68 25 164 98 138 123 30 102 95 43 39 61 133 64
752,30 156 74 109
753,6 49 109 20 1 11 122 156 56 26 164 88 138 92 5 9 51 102 34 60 36 133 64
754,102 30 156 164
755,10 123 68 40 20 138 165 102 164 122 24 156 159
756,111 30 20 34 164 28 133 46
757,39 94 131 8 109 16 1 59 122
758,94 20 166 122 11 63 164 103 83 138 27 123 9 105 146 102 159 160 61 132 12 133 99
759,49 8 109 150 15 20 122 56 23 26 63 164 103 138 27 123 30 105 102 130 28 44 58 104 35 157 64
760,141 85 150 8 109 15 20 122 91 69 164 98 17 99 103 138 14 145 27 30 16 102 73 162 61 12 133 139 64
761,5 8 44 102 95 122 88 14
762,111 20 130 56 145
763,49 67 123 8 9 44 160 20 1 34 164 28 122 73 11 103 138 14
764,150 115 86 40 132 165 102 164 119
765,24 104 160 132 165 12 102 34 153 88 133 28 122 95 73 53 138 64
766,39 49 25 12 95
767,49 109 136 20 122 156 68 63 164 88 138 123 16 165 34 102 12 133 64
768,27 139 15 30 138 12 102 34 130 164 17 69 156 159
769,163 85 8 40 20 0 164 74 108 105 16 34 130 95 135 61 45 133 47
770,123 70 9 40 34 102 130 65 138
771,94 6 85 150 40 1 122 26 25 164 123 105 165 102 34 130 95 162 113 127 160 61 12 133 139
772,112 109 20 11 122 69 87 68 62 164 148 88 27 111 30 165 102 130 95 44 132 58 104 133 47 119 99
774,49 90 150 30 40 20 138 63 102 11 128 47 156 88
775,10 74 129 160 61 40 105 165 12 104 65 58 102 162 121 138 143
776,135 30 105 16 12 130 164 122 103 107 88
777,109 44 30 9 105 20 102 34 88 164 122 17 121 156 138 64 140
778,67 123 16 12 102 65 130 164 159 138
779,150 20 122 13 11 31 164 98 138 14 123 101 111 105 165 102 95 39 160 97
781,106 110 56 10 138 14 123 102 130 95 162 36 24 135 132 35 133 139 119
782,39 85 8 15 30 165 12 102 133 95 88 64 143
783,74 164 123 111
784,6 123 160 115 102 28 73 72 138
785,27 90 123 111 109 165 12 63 130 164 133 122 73 156 138 14 143 145
786,123 68 15 20 62 16 146 58 102 164 53 98 95
787,19 10 160 26 105 12 63 48 95 122 28 121 73 139 156 138 64
788,85 129 163 160 115 165 102 97 164 133 122 100 14
789,30 164 123 12
790,123 156 30 132 130 164 98 11 119 122 24 107 138 14
791,49 8 109 160 30 120 165 34 130 164 53 11 122 95 133 72 28 138
792,85 150 115 109 15 20 164 88 108 30 105 102 72 128 24 39 12 133 99
793,94 123 150 9 40 165 102 164 162 122 103 156 138 158
794,94 106 90 150 15 1 122 164 138 143 82 123 9 30 165 102 128 24 159 39 19 50 160 132 12
795,123 68 8 164 64
796,94 10 49 93 34 95 122 13 149 17 69 88 92
797,39 49 150 109 8 30 111 165 34 130 164 95 133 17 69 83
798,44 30 165 64
799,19 131 150 160 44 30 165 58 164 143 99 107 138 22 14 92
800,111 109 160 130 164 28 122 156 138
801,112 49 150 109 20 122 164 148 138 14 145 30 105 165 34 39 61 44 12 133 47
802,90 96 123 109 105 20 63 102 164 73 24 69 138 92
803,27 49 85 160 109 40 105 165 102 164 28 11 122 95 69 138 14
804,10 123 70 8 9 156 15 30 20 165 130 11 157 99
805,27 132 164 90
806,135 159 111 8 109 115 160 40 133 122 156 88
807,94 123 61 105 12 34 65 95 11 149 91 156 119 14
808,49 8 109 166 122 156 56 68 98 103 88 138 67 123 111 9 165 102 34 162 39 160 12 119
809,94 8 109 115 20 122 10 164 138 27 67 111 9 30 165 65 34 162 72 61
810,93 30 40 105 15 165 102 130 164 73 122 17 156 138 14 92
811,20 105 138 1 34 12 122 88 145
812,10 74 111 8 20 18 58 102 34 35 164 133 122 162 46 125 138
813,39 49 111 160 75 15 132 105 165 65 84 130 164 71 11 88 56
814,112 141 90 8 15 117 1 156 164 149 14 123 70 111 30 16 34 102 130 39 19 64 12 133 71 99
815,27 74 68 30 20 105 102 164 122 156 138 143
816,87 14 68 8 30 15 132 165 1 102 130 149 100 119 127 92 145
817,39 74 123 90 111 109 67 127 20 105 138 12 63 11 122 157 88 56
818,109 1 11 13 122 156 56 18 25 164 103 88 138 145 27 82 67 123 9 30 102 139 64
819,49 50 123 115 9 20 165 12 130 164 128 157 138 14
820,94 141 8 40 153 156 131 164 138 83 92 27 67 111 9 21 102 34 95 162 73 39 160 44 132 133
821,123 15 40 155 16 12 164 95 156 92
822,27 112 8 109 30 138 1 102 164 122 139 83
823,49 15 40 59 122 11 56 54 164 138 14 67 70 111 123 30 16 165 34 130 95 73 39 12 157
824,27 135 67 123 160 109 30 20 12 130 164 156
825,9 65 164 122 11 156
826,94 67 68 109 108 30 165 130 164 133 122 11 89 156 138 56
827,39 6 15 40 165 164 95 122 11 14
828,94 15 40 20 81 65 102 11 138
829,94 6 106 49 150 109 122 11 56 37 77 164 138 14 82 145 67 123 105 34 102 130 65 95 24 43 39 52 19 160 45 104 133
830,8 109 122 11 156 56 68 54 82 111 108 105 102 130 28 159 39 61 45 99
831,123 15 26 24 138
832,49 141 67 150 109 1 63 12 98 2 162 121 128 46 56
833,74 123 67 8 111 85 64 105 20 165 12 65 130 164 122 56
834,94 123 108 136 165 12 102 34 130 73 122 162 88 14
835,141 85 20 142 116 11 121 10 68 63 164 138 14 123 111 108 105 165 102 39 160 58 12 133
836,94 49 15 1 48 59 122 69 46 10 131 25 98 148 138 88 143 92 123 67 30 105 165 102 34 95 144 39 160 12 151
837,94 74 8 26 20 12 102 130 164 133 122 159 138
838,109 11 122 156 131 26 63 164 17 99 103 138 27 30 95 39 160 12 64
839,27 70 162 138 56
840,102 6 11
841,106 123 165 16 12 102 164 28 122 138 145
842,131 8 20 165 12 102 133 122 162 69 159
843,74 123 63 130 164 99 56
844,27 10 159 160 40 138 165 12 164 133 89 103 156 83 144
